,name,code,per,roe,per_sort,roe_sort,sort
1368,디이엔티,079810,inf,-44.87,2149,1810,3959
1012,현대제철,004020,inf,-2.59,1885,2075,3960
1390,삼보산업,009620,inf,-39.36,2101,1859,3960
2156,금호에이치티,214330,inf,-4.85,2127,1834,3961
125,디엔에이링크,127120,inf,-54.03,2225,1737,3962
451,삼일,032280,inf,-5.03,2175,1788,3963
2381,인터플렉스,051370,inf,-22.49,1932,2031,3963
2019,에스디시스템,121890,inf,-34.16,2069,1895,3964
346,아이에이치큐,003560,inf,-14.32,1771,2194,3965
1781,코리아에스이,101670,inf,-15.76,1795,2170,3965
1789,태웅,044490,inf,-18.21,1836,2129,3965
2017,애머릿지,900100,inf,-34.47,2073,1892,3965
537,케이엔더블유,105330,inf,-25.59,1965,2002,3967
90,호전실업,111110,inf,-14.99,1784,2183,3967
2098,팬젠,222110,inf,-26.69,1979,1990,3969
2256,THE MIDONG,161570,inf,-29.66,2003,1966,3969
2042,우리기술,032820,inf,-2.94,1908,2062,3970
2328,아스트,067390,inf,-18.02,1838,2132,3970
933,대원강업,000430,inf,-1.36,1656,2315,3971
78,하이트론씨스템즈,019490,inf,-136.89,1773,2199,3972
1937,효성중공업,298040,inf,-2.48,1888,2084,3972
894,헬릭스미스,084990,inf,-35.12,2087,1886,3973
1183,프리시젼바이오,335810,inf,-20.41,1918,2056,3974
315,남성,004270,inf,-19.75,1864,2110,3974
1772,제이엠아이,033050,inf,-20.63,1926,2049,3975
1927,한익스프레스,014130,inf,-2.87,1911,2064,3975
906,AJ네트웍스,095570,inf,-1.3,1659,2316,3975
50,쌍용자동차,003620,inf,-320.22,2071,1905,3976
1916,평화홀딩스,010770,inf,-2.68,1904,2072,3976
1348,나무기술,242040,inf,-19.57,1865,2111,3976
2248,ITX-AI,099520,inf,-21.92,1941,2035,3976
1318,형지엘리트,093240,inf,-2.02,1873,2103,3976
488,연이비앤티,090740,inf,-168.44,1833,2148,3981
1118,엔에이치스팩13호,310840,inf,-0.06,1612,2370,3982
995,토니모리,214420,inf,-46.89,2182,1801,3983
357,일동홀딩스,000230,inf,-14.74,1796,2187,3983
1438,엑사이엔씨,054940,inf,-1.38,1671,2313,3984
432,릭스솔루션,029480,inf,-82.72,2371,1615,3986
1799,팬스타엔터프라이즈,054300,inf,-16.59,1834,2153,3987
859,캐리소프트,317530,inf,-27.56,2005,1982,3987
2373,이노테라피,246960,inf,-21.75,1951,2037,3988
1765,이큐셀,160600,inf,-205.56,1943,2046,3989
1276,에어부산,298690,inf,,1578,2411,3989
132,매직마이크로,127160,inf,-128.87,1769,2221,3990
634,디와이,013570,inf,-3.39,2044,1946,3990
671,에이프로젠 MED,007460,inf,-15.79,1822,2169,3991
1194,한송네오텍,226440,inf,,1579,2412,3991
2282,드래곤플라이,030350,inf,-84.16,2379,1612,3991
1973,디에스케이,109740,inf,-14.54,1802,2190,3992
1199,휴럼,353190,inf,,1580,2413,3993
2072,제노포커스,187420,inf,-26.59,2002,1991,3993
2064,인터엠,017250,inf,-32.68,2086,1907,3993
764,부방,014470,inf,-3.33,2047,1947,3994
2107,한국정밀기계,101680,inf,-25.9,1995,1999,3994
607,SG글로벌,001380,inf,-1.79,1699,2295,3994
1669,디케이락,105740,inf,,1581,2414,3995
2050,웹스,196700,inf,-2.21,1901,2095,3996
1971,동일철강,023790,inf,-15.66,1827,2171,3998
1683,미래에셋대우스팩 5호,353490,inf,,1583,2415,3998
1695,비츠로시스,054220,inf,,1584,2416,4000
238,코스나인,082660,inf,,1585,2417,4002
2209,일진디스플,020760,inf,-94.15,2420,1584,4004
2033,엔에이치스팩17호,359090,inf,,1586,2418,4004
95,JW신약,067290,inf,-10.51,1726,2279,4005
1985,바이오솔루션,086820,inf,,1587,2419,4006
2000,소프트센,032680,inf,,1588,2420,4008
1358,뉴지랩파마,214870,inf,-35.01,2122,1887,4009
618,넥센타이어,002350,inf,-1.08,1684,2326,4010
794,아모센스,357580,,-98.75,2429,1581,4010
2057,이노와이즈,086250,inf,,1589,2421,4010
1703,서부T&D,006730,inf,,1590,2422,4012
1735,에이치엠씨제4호스팩,353070,inf,,1591,2423,4014
1994,서진시스템,178320,inf,-2.18,1917,2098,4015
2323,씨아이에스,222080,inf,-7.73,2357,1658,4015
393,IBKS제14호스팩,351320,inf,,1592,2424,4016
397,RF머트리얼즈,327260,inf,,1593,2425,4018
23,대덕전자,353200,inf,,1594,2426,4020
2109,한빛소프트,047080,inf,-12.71,1789,2231,4020
857,초록뱀미디어,047820,inf,-28.82,2049,1971,4020
1281,웰바이오텍,010600,inf,-141.53,1839,2182,4021
187,엔에이치스팩18호,365590,inf,,1595,2427,4022
883,퓨쳐스트림네트웍스,214270,inf,-10.5,1742,2280,4022
1679,메지온,140410,inf,-27.76,2041,1981,4022
1844,SG세계물산,004060,inf,-5.16,2246,1778,4024
206,유안타제7호스팩,367460,inf,,1596,2428,4024
1008,한진중공업홀딩스,003480,inf,-1.15,1702,2324,4026
210,이베스트스팩5호,349720,inf,,1597,2429,4026
2330,아이텍,119830,inf,-8.15,2391,1636,4027
12,SK이노베이션,096770,inf,-13.58,1814,2213,4027
1719,씨씨에스,066790,inf,-11.55,1772,2255,4027
557,파수,150900,inf,-3.7,2093,1935,4028
2384,자연과환경,043910,inf,-15.1,1849,2179,4028
655,성보화학,003080,inf,,1598,2430,4028
806,에스트래픽,234300,inf,-71.07,2376,1653,4029
2047,원풍물산,008290,inf,-20.24,1972,2058,4030
739,대한광통신,010170,inf,-16.51,1876,2154,4030
1095,씨티씨바이오,060590,inf,-25.76,2029,2001,4030
497,우림기계,101170,inf,,1599,2431,4030
943,롯데칠성음료,005300,inf,-1.0,1701,2329,4030
2379,인바이오,352940,inf,-13.64,1819,2212,4031
437,메디프론,065650,inf,,1600,2432,4032
548,큐브앤컴퍼니,043090,inf,,1601,2433,4034
2346,에이치엘비생명과학,067630,inf,-17.97,1902,2134,4036
2073,제닉,123330,inf,-17.6,1897,2139,4036
2179,비케이탑스,030790,inf,,1602,2434,4036
231,캐스텍코리아,071850,inf,-16.44,1880,2157,4037
2261,교보10호기업인수목적,355150,inf,,1603,2435,4038
798,아진산업,013310,inf,-0.66,1691,2347,4038
714,JTC,950170,inf,-57.43,2307,1732,4039
240,코오롱생명과학,102940,inf,,1604,2436,4040
1108,에스씨엠생명과학,298060,inf,-24.1,2026,2016,4042
1461,이미지스,115610,inf,-45.43,2233,1809,4042
1469,이화전기,024810,inf,,1606,2437,4043
769,삼진엘앤디,054090,inf,-1.67,1743,2300,4043
961,세아특수강,019440,inf,-1.42,1731,2312,4043
2265,네온테크,306620,inf,-21.1,2001,2043,4044
1357,뉴보텍,060260,inf,,1607,2438,4045
1733,에스티오,098660,inf,-8.24,2410,1635,4045
960,서연,007860,inf,-1.26,1727,2318,4045
1444,오르비텍,046120,inf,-36.54,2170,1876,4046
461,성우하이텍,015750,inf,-4.93,2215,1831,4046
603,KC코트렐,119650,inf,-148.07,1867,2180,4047
2360,오스코텍,039200,inf,-8.35,2416,1633,4049
661,신도리코,029530,inf,-1.56,1745,2306,4051
2348,에이트원,230980,inf,-4.05,2202,1851,4053
888,하나금융16호스팩,343510,inf,-0.7,1710,2345,4055
1774,지엔원에너지,270520,inf,-14.89,1871,2184,4055
713,IBKS제12호스팩,335870,inf,-0.52,1703,2353,4056
2286,로보티즈,108490,inf,-0.22,1693,2363,4056
533,지티지웰니스,219750,inf,-135.68,1857,2200,4057
1360,대신밸런스제9호스팩,369370,inf,,1620,2439,4059
694,하이스틸,071090,inf,-0.99,1728,2332,4060
51,쎌마테라퓨틱스,015540,inf,-1165.4,1818,2242,4060
543,코미팜,041960,inf,-3.77,2130,1931,4061
208,유테크,178780,inf,-37.46,2190,1872,4062
1619,한국화장품,123690,inf,-23.66,2045,2022,4067
521,정다운,208140,inf,-4.09,2220,1848,4068
1795,티움바이오,321550,inf,,1628,2440,4068
311,금강공업,014280,inf,-0.55,1717,2351,4068
931,대림비앤코,005750,inf,-1.05,1741,2327,4068
2390,제테마,216080,inf,-24.71,2061,2009,4070
1639,DB금융스팩8호,367340,inf,,1629,2441,4070
485,에스티팜,237690,inf,-4.08,2222,1849,4071
1001,한국철강,104700,inf,-1.19,1750,2321,4071
1641,IBKS제13호스팩,351340,inf,,1630,2442,4072
1042,대신밸런스제7호스팩,332290,inf,-0.21,1708,2364,4072
2422,플리토,300080,inf,-20.6,2023,2050,4073
79,한국공항,005430,inf,-15.94,1907,2166,4073
1780,케이피엠테크,042040,inf,-7.4,2405,1669,4074
1597,인디에프,014990,inf,-41.73,2251,1823,4074
1374,리메드,302550,inf,,1631,2443,4074
932,대양금속,009190,inf,-0.91,1740,2334,4074
2408,클라우드에어,036170,inf,-13.4,1862,2214,4076
1041,대성엘텍,025440,inf,-1.05,1748,2328,4076
1371,라온피플,300120,inf,,1632,2444,4076
1612,콤텍시스템,031820,inf,,1633,2445,4078
2314,소마젠,950200,inf,-235.28,2060,2020,4080
2210,잇츠한불,226320,inf,-3.52,2138,1942,4080
2016,압타머사이언스,291650,inf,-18.25,1958,2127,4085
1738,에프엔씨엔터,173940,inf,-12.16,1848,2238,4086
272,해성옵틱스,076610,inf,-124.13,1859,2227,4086
2085,케이엔제이,272110,inf,-20.41,2035,2057,4092
776,세코닉스,053450,inf,-30.54,2177,1916,4093
816,엔지스테크널러지,208860,inf,-33.41,2192,1901,4093
606,SBS미디어홀딩스,101060,inf,-11.93,1845,2248,4093
490,예림당,036000,inf,-27.15,2116,1986,4102
555,테라젠이텍스,066700,inf,-3.52,2162,1940,4102
2056,유진로봇,056080,inf,-22.55,2075,2029,4104
2080,지엘팜텍,204840,inf,-40.26,2276,1828,4104
127,디자인,227100,inf,-195.85,2000,2107,4107
2316,쇼박스,086980,inf,-1.91,1816,2292,4108
1373,로스웰,900260,inf,-34.55,2218,1891,4109
896,휴먼엔,032860,inf,-291.98,2147,1962,4109
1894,에이엔피,015260,inf,-50.96,2367,1749,4116
1382,바이오다인,314930,,-65.61,2428,1690,4118
2011,아이에스이커머스,069920,inf,-20.91,2074,2047,4121
2197,예스코홀딩스,015360,inf,-13.18,1905,2217,4122
2311,성우전자,081580,inf,-3.58,2184,1939,4123
2326,아난티,025980,inf,-10.96,1853,2272,4125
1721,아리온,058220,inf,-586.75,2399,1727,4126
1860,대교,019680,inf,-3.02,2171,1960,4131
1769,일지테크,019540,inf,-11.16,1869,2263,4132
2104,하이텍팜,106190,inf,-3.25,2181,1952,4133
1899,웅진,016880,inf,-39.32,2274,1860,4134
808,에이디칩스,054630,inf,-28.5,2161,1976,4137
1075,비보존 헬스케어,082800,inf,-40.36,2312,1826,4138
1896,영흥,012160,inf,-12.89,1909,2230,4139
2402,코리아나,027050,inf,-0.63,1792,2349,4141
2387,제이스텍,090470,inf,-11.6,1887,2254,4141
2413,티케이케미칼,104480,inf,-0.5,1788,2354,4142
56,오리엔트바이오,002630,inf,-29.7,2179,1965,4144
1783,코아스템,166480,inf,-46.85,2343,1802,4145
2391,지노믹트리,228760,inf,-11.55,1892,2256,4148
2188,아센디오,012170,inf,-124.63,1923,2226,4149
158,썸에이지,208640,inf,-31.25,2240,1911,4151
223,제이엘케이,322510,inf,-22.81,2124,2027,4151
390,CSA 코스믹,083660,inf,-103.35,1883,2269,4152
1651,나노씨엠에스,247660,,-59.31,2427,1726,4153
2010,아이앤씨,052860,inf,-11.95,1913,2247,4160
429,로보로보,215100,inf,-12.7,1928,2232,4160
274,현대바이오,048410,inf,-17.53,2021,2140,4161
181,에이스토리,241840,inf,-21.3,2120,2041,4161
990,진에어,272450,inf,-131.35,1961,2203,4164
2162,대우부품,009320,inf,-10.09,1875,2289,4164
355,이엔플러스,074610,inf,-27.8,2186,1979,4165
1884,삼화전자공업,011230,inf,-19.35,2050,2116,4166
1164,코텍,052330,inf,-2.76,2096,2070,4166
2023,에스티큐브,052020,inf,-49.2,2380,1791,4171
941,디아이씨,092200,inf,-128.28,1949,2222,4171
1749,우리이앤엘,153490,inf,-2.52,2095,2078,4173
165,아이씨케이,068940,inf,-20.54,2121,2053,4174
2190,에스케이바이오팜,326030,inf,-135.18,1973,2201,4174
1546,KC그린홀딩스,009440,inf,-22.98,2152,2026,4178
724,골드앤에스,035290,inf,-27.37,2196,1983,4179
2362,올릭스,226950,inf,-44.52,2368,1812,4180
1713,스맥,099440,inf,-34.92,2293,1889,4182
679,일정실업,008500,inf,-15.33,2008,2175,4183
313,금호전기,001210,inf,-100.97,1916,2271,4187
2020,에스엠,041510,inf,-16.02,2025,2164,4189
155,시티랩스,139050,inf,-26.15,2194,1997,4191
2352,엔피케이,048830,inf,-1.54,1884,2307,4191
2305,삼영이엔씨,065570,inf,-3.25,2239,1953,4192
2349,에치에프알,230240,inf,-35.73,2309,1884,4193
2240,화신,010690,inf,-19.53,2080,2113,4193
1455,유니슨,018000,inf,-31.87,2284,1910,4194
2077,지나인제약,078650,inf,-126.69,1971,2223,4194
308,SPC삼립,005610,inf,-3.98,2271,1924,4195
2065,인트로메딕,150840,inf,-37.67,2327,1870,4197
1757,위지윅스튜디오,299900,inf,-2.24,2107,2092,4199
1716,신영스팩5호,323280,inf,-0.17,1835,2365,4200
160,씨케이에이치,900120,inf,-24.58,2191,2011,4202
2243,흥아해운,003280,inf,-379.56,2338,1866,4204
804,앱클론,174900,inf,-19.92,2097,2108,4205
1849,SUN&L,002820,inf,-4.32,2365,1842,4207
1515,한탑,002680,inf,-32.96,2301,1906,4207
152,스튜디오산타클로스,204630,inf,-25.53,2204,2004,4208
1771,제이에스티나,026040,inf,-36.2,2329,1880,4209
1272,신원,009270,inf,-3.91,2282,1927,4209
1081,서울전자통신,027040,inf,-3.31,2261,1948,4209
1171,티로보틱스,117730,inf,-3.45,2267,1943,4210
156,신영스팩6호,344050,inf,-2.0,2106,2105,4211
758,메디콕스,054180,inf,-29.06,2242,1970,4212
161,아나패스,123860,inf,-132.58,2016,2202,4218
2,GS글로벌,001250,inf,-24.91,2213,2007,4220
666,씨아이테크,004920,inf,-14.34,2028,2193,4221
2067,인포마크,175140,inf,-125.85,1999,2225,4224
2172,롯데지주,004990,inf,-3.03,2265,1959,4224
534,참좋은여행,094850,inf,-2.2,2133,2096,4229
4,KEC,092220,inf,-24.43,2217,2013,4230
1837,CJ CGV,079160,inf,-314.44,2322,1909,4231
2114,휘닉스소재,050090,inf,-15.87,2065,2167,4232
1725,안국약품,001540,inf,-0.9,1899,2335,4234
2212,제주항공,089590,inf,-113.11,1991,2244,4235
795,아비코전자,036010,inf,-2.64,2166,2074,4240
1957,네오펙트,290660,inf,-108.55,1975,2267,4242
54,영화금속,012280,inf,-12.53,2011,2234,4245
1762,이그잭스,060230,inf,-2.25,2154,2091,4245
430,루트로닉,085370,inf,-14.56,2058,2189,4247
582,휴센텍,215090,inf,-16.43,2089,2158,4247
2257,TJ미디어,032540,inf,-3.16,2294,1954,4248
2294,백금T&A,046310,inf,-13.73,2040,2209,4249
1815,휴비츠,065510,inf,-3.27,2299,1951,4250
1491,코너스톤네트웍스,033110,inf,-199.01,2144,2106,4250
112,네이처셀,007390,inf,-26.1,2252,1998,4250
844,인성정보,033230,inf,-16.13,2088,2163,4251
180,에이루트,096690,inf,-23.53,2230,2023,4253
1074,베노홀딩스,206400,inf,-30.62,2339,1915,4254
358,지엠비코리아,013870,inf,-3.69,2318,1936,4254
462,세경하이테크,148150,inf,-2.77,2185,2069,4254
801,알체라,347860,inf,-19.02,2134,2122,4256
1943,KPX생명과학,114450,inf,-1.77,1963,2297,4260
256,프로스테믹스,203690,inf,-29.16,2292,1968,4260
2370,유앤아이,056090,inf,-37.75,2392,1868,4260
1876,무림P&P,009580,inf,-1.43,1950,2310,4260
58,윌비스,008600,inf,-2.43,2174,2087,4261
168,아이큐어,175250,inf,-12.03,2022,2239,4261
1427,에이씨티,138360,inf,-19.46,2150,2114,4264
1810,해성티피씨,059270,,-4.47,2426,1841,4267
803,애니젠,196300,inf,-18.08,2136,2131,4267
1911,컨버즈,109070,inf,-367.38,2393,1874,4267
248,티앤알바이오팹,246710,inf,-15.83,2102,2168,4270
302,KR모터스,000040,inf,-29.64,2304,1967,4271
498,우수AMS,066590,inf,-10.33,1990,2283,4273
1180,폴라리스웍스,123010,inf,-24.02,2255,2018,4273
1073,바이온,032980,inf,-17.45,2132,2142,4274
1647,골드퍼시픽,038530,inf,-3.71,2341,1933,4274
1412,싸이토젠,217330,inf,-26.97,2288,1988,4276
2094,탑엔지니어링,065130,inf,-1.92,1989,2291,4280
2001,신진에스엠,138070,inf,-1.61,1981,2303,4284
1309,한세엠케이,069640,inf,-25.79,2286,2000,4286
824,오스테오닉,226400,inf,-20.21,2227,2059,4286
1632,화인베스틸,133820,inf,-18.43,2163,2125,4288
1364,대화제약,067080,inf,-2.49,2206,2082,4288
162,아이비김영,339950,inf,-2.51,2210,2079,4289
2318,신라젠,215600,inf,-114.04,2048,2243,4291
744,동신건설,025950,inf,-2.24,2199,2094,4293
1413,씨엔플러스,115530,inf,-21.96,2260,2034,4294
1726,알테오젠,196170,inf,-0.96,1966,2333,4299
456,삼화네트웍스,046390,inf,-2.86,2236,2065,4301
1494,큐로홀딩스,051780,inf,-34.14,2406,1896,4302
1731,에스엠코어,007820,inf,-0.9,1967,2336,4303
1027,감성코퍼레이션,036620,inf,-25.12,2300,2005,4305
2245,AP위성,211270,inf,-1.68,2009,2299,4308
237,켄코아에어로스페이스,274090,inf,-26.34,2313,1996,4309
494,와이지-원,019210,inf,-11.33,2055,2259,4314
741,덕신하우징,090410,inf,-10.92,2042,2273,4315
1948,SG,255220,inf,-1.09,1992,2325,4317
423,디알텍,214680,inf,-20.52,2264,2054,4318
1999,성광벤드,014620,inf,-0.32,1959,2360,4319
2236,현대미포조선,010620,inf,-0.84,1987,2340,4327
1484,지트리비앤티,115450,inf,-22.05,2295,2032,4327
1389,삼보모터스,053700,inf,-3.12,2373,1955,4328
1078,새로닉스,042600,inf,-2.2,2231,2097,4328
1595,이수페타시스,007660,inf,-19.14,2212,2118,4330
216,인베니아,079950,inf,-11.09,2066,2264,4330
1710,셀레믹스,331920,inf,-27.31,2346,1985,4331
831,위메이드,112040,inf,-3.0,2370,1961,4331
242,크로바하이텍,043590,inf,-24.46,2320,2012,4332
531,지란지교시큐리티,208350,inf,-3.04,2375,1957,4332
575,한일단조,024740,inf,-3.12,2378,1956,4334
1886,성문전자,014910,inf,-3.63,2398,1938,4336
1874,롯데손해보험,000400,inf,-2.53,2259,2077,4336
1416,아이톡시,052770,inf,-24.03,2321,2017,4338
866,코디엠,224060,inf,-18.0,2205,2133,4338
1430,에이치엘비,028300,inf,-24.1,2326,2015,4341
1420,알서포트,131370,inf,-2.08,2241,2101,4342
1150,자안바이오,221610,inf,-29.87,2385,1964,4349
1062,메디톡스,086900,inf,-11.82,2100,2250,4350
1301,티에이치엔,019180,inf,-24.87,2342,2008,4350
1596,이아이디,093230,inf,-15.35,2180,2174,4354
882,판타지오,032800,inf,-11.71,2109,2252,4361
1640,EMW,079190,inf,-20.72,2315,2048,4363
860,캠시스,050110,inf,-13.99,2160,2204,4364
1099,아이엘사이언스,307180,inf,,1921,2446,4367
1057,루멘스,038060,inf,-16.41,2209,2160,4369
1381,모아텍,033200,inf,-2.03,2268,2102,4370
849,재영솔루텍,049630,inf,-13.89,2165,2205,4370
1346,광림,014200,inf,-28.57,2397,1975,4372
2175,미래산업,025560,inf,-10.31,2090,2284,4374
1387,브릿지바이오,288330,inf,-28.65,2403,1973,4376
1463,이에스에이,052190,inf,-27.34,2394,1984,4378
1174,파인디앤씨,049120,inf,-28.66,2408,1972,4380
251,파워로직스,047310,inf,-11.02,2117,2265,4382
1610,코스맥스비티아이,044820,inf,-2.15,2283,2099,4382
1304,평화산업,090080,inf,-26.4,2390,1994,4384
817,엔지켐생명과학,183490,inf,-23.9,2366,2021,4387
971,에넥스,011090,inf,-17.89,2253,2135,4388
2264,네오이뮨텍,950220,,-29.94,2425,1963,4388
1564,대원화성,024890,inf,-2.8,2324,2068,4392
759,메디포스트,078160,inf,-1.66,2092,2302,4394
2142,GS,078930,inf,-2.81,2330,2067,4397
1408,시너지이노베이션,048870,inf,-27.76,2419,1980,4399
1565,대유에이텍,002880,inf,-1.86,2108,2293,4401
790,쎄노텍,222420,inf,-22.79,2374,2028,4402
2147,KH 필룩스,033180,inf,-17.37,2263,2145,4408
1697,비피도,238200,inf,-1.22,2091,2320,4411
1628,핸즈코퍼레이션,143210,inf,-2.51,2336,2080,4416
277,휴맥스,115160,inf,-24.36,2404,2014,4418
1092,신원종합개발,017000,inf,-17.68,2285,2137,4422
1585,세원이앤씨,091090,inf,-15.32,2248,2176,4424
2219,체시스,033250,inf,-16.17,2262,2162,4424
2225,한국가스공사,036460,inf,-2.24,2331,2093,4424
631,동양,001520,inf,-2.92,2362,2063,4425
1033,나노,187790,inf,-16.28,2270,2161,4431
424,디엠티,134580,inf,-19.05,2310,2121,4431
234,케이티알파,036030,inf,-2.1,2332,2100,4432
388,CBI,013720,inf,-14.48,2245,2191,4436
1428,에이아이비트,039230,inf,-16.41,2280,2159,4439
1069,바른손,018700,inf,-19.83,2334,2109,4443
1681,미디어젠,279600,inf,-2.02,2340,2104,4444
873,테라셈,182690,inf,-16.47,2290,2155,4445
226,조아제약,034940,inf,-2.37,2360,2088,4448
445,박셀바이오,323990,inf,-18.22,2323,2128,4451
1506,폴라리스오피스,041020,inf,-0.35,2094,2359,4453
1040,뉴프렉스,085670,inf,-21.42,2415,2039,4454
1266,세아베스틸,001430,inf,-14.18,2258,2196,4454
1111,에이스테크,088800,inf,-103.89,2187,2268,4455
1687,바텍,043150,inf,-10.28,2169,2286,4455
514,이지케어텍,099750,inf,-21.01,2411,2044,4455
352,유니온머티리얼,047400,inf,-1.59,2151,2305,4456
1024,SM C&C,048550,inf,-12.93,2228,2229,4457
1384,배럴,267790,inf,-14.43,2266,2192,4458
539,코드네이처,078940,inf,-17.01,2311,2147,4458
1405,수성이노베이션,084180,inf,-18.29,2348,2126,4474
213,이스트아시아홀딩스,900110,inf,-0.46,2118,2356,4474
736,대명소노시즌,007720,inf,-2.56,2402,2076,4478
1466,이오플로우,294090,inf,-138.74,2281,2198,4479
788,신테카바이오,226330,inf,-14.8,2296,2185,4481
870,코이즈,121850,inf,-14.25,2287,2195,4482
459,상지카일룸,042940,inf,-13.7,2277,2211,4488
422,디딤,217620,inf,-147.73,2308,2181,4489
2218,천일고속,000650,inf,-15.21,2314,2177,4491
1519,홈캐스트,064240,inf,-2.49,2409,2083,4492
1083,서진오토모티브,122690,inf,-17.41,2352,2144,4496
1105,액션스퀘어,205500,inf,-10.46,2216,2281,4497
728,나무가,190510,inf,-19.1,2381,2120,4501
1407,스킨앤스킨,159910,inf,-112.19,2257,2245,4502
821,엘컴텍,037950,inf,-16.97,2353,2150,4503
474,아가방컴퍼니,013990,inf,-1.47,2195,2309,4504
1226,LG디스플레이,034220,inf,-0.79,2164,2343,4507
754,로보스타,090360,inf,-14.67,2319,2188,4507
426,딜리,131180,inf,-0.99,2178,2331,4509
1369,디지탈옵틱,106520,inf,-166.02,2361,2149,4510
466,솔루에타,154040,inf,-16.64,2359,2152,4511
252,파커스,065690,inf,-10.56,2237,2277,4514
1478,제이웨이,058420,inf,-159.36,2354,2165,4519
840,이랜텍,054210,inf,-10.3,2235,2285,4520
1017,EG,037370,inf,-10.36,2238,2282,4520
486,에프알텍,073540,inf,-13.29,2306,2216,4522
571,하나마이크론,067310,inf,-11.81,2272,2251,4523
1089,스타플렉스,115570,inf,-10.63,2247,2276,4523
757,맥스로텍,141070,inf,-121.17,2298,2228,4526
484,에스엘바이오닉스,214310,inf,-0.55,2176,2352,4528
760,미래컴퍼니,049950,inf,-13.81,2325,2206,4531
530,지니틱스,303030,inf,-0.87,2198,2337,4535
178,에쎈테크,043340,inf,-1.36,2221,2314,4535
1055,레인보우로보틱스,277810,,-19.27,2424,2117,4541
1440,엘엠에스,073110,inf,-16.44,2387,2156,4543
783,스카이이앤엠,131100,inf,-102.21,2273,2270,4543
1592,유성기업,002920,inf,-1.75,2254,2298,4552
781,슈펙스비앤피,058530,inf,-12.47,2317,2235,4552
14,WISCOM,024070,inf,-0.85,2224,2339,4563
1192,한국유니온제약,080720,inf,-14.75,2377,2186,4563
2295,버킷스튜디오,066410,inf,-11.35,2305,2258,4563
1690,블루콤,033560,inf,-0.31,2203,2361,4564
605,SBS,034120,inf,-12.32,2335,2236,4571
2354,엠투엔,033310,inf,-10.87,2303,2274,4577
1149,이트론,096040,inf,-13.31,2369,2215,4584
581,휴맥스홀딩스,028080,inf,-15.48,2412,2173,4585
2430,한국정보공학,039740,inf,-10.18,2302,2287,4589
836,이건홀딩스,039020,inf,-0.12,2229,2366,4595
1065,모베이스전자,012860,inf,-11.64,2345,2253,4598
1305,하나투어,039130,inf,-108.93,2333,2266,4599
473,씨티케이,260930,inf,-0.27,2244,2362,4606
1091,시노펙스,025320,inf,-11.27,2347,2260,4607
349,영진약품,003520,inf,-0.12,2250,2367,4617
979,우신시스템,017370,inf,-11.2,2372,2261,4633
846,인터파크,035080,inf,-10.72,2363,2275,4638
848,자이언트스텝,289220,,-13.13,2423,2218,4641
1988,뷰노,338220,,-1250.52,2422,2224,4646
61,인지컨트롤스,023800,inf,-1.77,2364,2296,4660
1112,에이치엠씨제5호스팩,353060,inf,,2421,2447,4868
1019,IBKS제15호스팩,373200,,,2448,2448,4896
1093,신한제7호스팩,366330,,,2449,2449,4898
1116,엔시스,333620,,,2450,2450,4900
1324,DB금융스팩9호,367360,,,2451,2451,4902
1804,하나금융17호스팩,363260,,,2452,2452,4904
1805,하나머스트7호스팩,372290,,,2453,2453,4906
2105,한국9호스팩,368770,,,2454,2454,4908
