,name,code,per,roe,per_sort,roe_sort,sort
2026,에이텍,045660,29.61,10.98,741,1100,1841
1176,파크시스템스,140860,63.29,20.43,1152,691,1843
1117,엔에스,217820,27.92,10.41,708,1136,1844
1262,삼화페인트공업,000390,56.93,2.29,1072,773,1845
2418,푸른기술,094940,80.16,3.33,1272,576,1848
2429,한국전자금융,063570,56.5,2.23,1068,781,1849
260,하나금융15호스팩,341160,218.64,0.9,567,1284,1851
1550,SNT중공업,003570,23.48,1.37,616,1238,1854
1283,일진전기,103590,24.39,1.57,640,1215,1855
727,나노신소재,121600,250.49,1.77,666,1190,1856
615,국제약품,002720,84.44,3.35,1285,572,1857
1503,팜스토리,027710,4.74,14.74,912,945,1857
1542,CS홀딩스,000590,8.92,3.2,1270,587,1857
2161,대상홀딩스,084690,4.32,14.21,897,963,1860
1423,에스에이엠티,031330,5.58,17.6,1012,848,1860
522,제놀루션,225220,3.49,100.25,762,1099,1861
1487,카카오게임즈,293490,33.35,12.12,820,1042,1862
1554,경방,000050,26.09,1.76,671,1191,1862
1451,와토스코리아,079000,27.13,1.97,698,1167,1865
2296,보성파워텍,006910,55.57,2.0,1059,807,1866
1852,가온전선,000500,9.54,3.65,1325,544,1869
2061,이엠텍,091120,210.54,0.51,565,1308,1873
2095,티사이언티픽,057680,229.66,0.95,602,1273,1875
1905,일신석재,007110,230.06,1.22,627,1249,1876
1218,CJ씨푸드,011150,87.51,3.23,1292,584,1876
886,피에이치에이,043370,24.3,1.36,638,1239,1877
684,지누스,013890,32.26,11.61,805,1072,1877
449,삼성스팩2호,291230,218.78,0.5,568,1310,1878
2228,한세예스24홀딩스,016450,5.64,16.99,1016,863,1879
1842,LF,093050,24.83,1.41,644,1236,1880
993,코오롱글로벌,003070,5.96,17.83,1034,846,1880
329,롯데하이마트,071840,25.6,1.49,660,1225,1885
518,인포뱅크,039290,65.67,2.78,1158,728,1886
1576,미래에셋생명,085620,9.56,3.45,1326,564,1890
2317,슈프리마아이디,317770,59.77,2.0,1086,805,1891
545,코웰패션,033290,8.29,22.98,1241,652,1893
746,듀오백,073190,65.2,2.65,1157,737,1894
918,NAVER,035420,47.97,15.21,972,923,1895
565,피에스텍,002230,212.95,0.31,566,1330,1896
1857,넥센,005720,24.31,1.05,639,1260,1899
369,한국금융지주,071050,5.63,16.27,1015,885,1900
1080,서울반도체,046890,67.45,2.64,1162,738,1900
563,플레이디,237820,67.53,2.68,1164,736,1900
2415,파이오링크,170790,8.77,23.54,1262,644,1906
2015,알엔투테크놀로지,148250,34.43,11.67,840,1067,1907
1637,휴스틸,005010,6.43,2.13,1113,795,1908
2298,브이티지엠피,018290,275.09,1.69,710,1198,1908
1037,네이블커뮤니케이션즈,153460,62.15,2.38,1144,766,1910
2144,JB금융지주,175330,3.06,10.06,751,1162,1913
33,메리츠증권,008560,4.74,13.08,911,1003,1914
420,동국산업,005160,28.15,1.71,717,1197,1914
111,네오티스,085910,228.22,0.45,601,1314,1915
541,코리아에셋투자증권,190650,5.28,15.39,1002,914,1916
230,초록뱀컴퍼니,052300,5.2,15.25,997,920,1917
301,KPX케미칼,025000,4.2,12.7,892,1026,1918
128,디지틀조선,033130,62.64,2.32,1146,772,1918
1103,알톤스포츠,123750,9.25,29.7,1314,608,1922
2083,컬러레이,900310,4.92,13.0,918,1005,1923
501,원일특강,012620,26.64,1.23,683,1247,1930
503,윌링스,313760,247.4,0.88,647,1285,1932
1365,동아화성,041930,66.19,2.27,1159,776,1935
1404,소프트캠프,258790,47.66,14.19,971,965,1936
2150,SK디스커버리,006120,5.02,14.71,991,947,1938
1560,금호석유화학,011780,8.33,20.18,1245,695,1940
891,한국제8호스팩,310870,231.72,0.48,628,1313,1941
763,보라티알,250000,74.17,2.76,1217,729,1946
2066,인트론바이오,048530,60.55,19.89,1139,810,1949
756,리드코프,012700,4.03,11.78,890,1059,1949
2178,보해양조,000890,68.08,2.21,1166,786,1952
1417,아주IB투자,027360,9.59,26.2,1329,625,1954
167,아이즈비전,031310,4.95,12.4,919,1036,1955
1872,디와이파워,210540,5.17,14.27,995,961,1956
1959,뉴파워프라즈마,144960,8.79,20.37,1264,692,1956
2428,한국알콜,017890,5.53,14.55,1008,951,1959
2272,다우데이타,032190,5.1,14.16,994,967,1961
1977,레이,228670,44.87,12.87,953,1012,1965
2365,우원개발,046940,6.75,18.28,1130,835,1965
560,팬엔터테인먼트,068050,99.86,3.11,1369,596,1965
1865,대한화섬,003830,8.36,2.84,1247,722,1969
1512,한국큐빅,021650,6.15,16.88,1100,871,1971
1816,흥국,010240,6.09,16.61,1094,877,1971
2273,대동스틸,048470,241.63,0.32,646,1328,1974
1856,남광토건,001260,9.57,23.09,1328,649,1977
699,한국전력공사,015760,8.83,2.91,1265,713,1978
389,CS,065770,261.62,0.81,690,1289,1979
1489,케이비17호스팩,317030,253.75,0.42,667,1315,1982
36,부국증권,001270,4.7,11.58,908,1075,1983
830,위닉스,044340,9.99,24.92,1350,634,1984
1920,하이트진로홀딩스,000140,5.53,13.88,1009,975,1984
1467,이퓨쳐,134060,81.37,2.94,1277,709,1986
1121,엘오티베큠,083310,78.67,2.39,1225,762,1987
2303,빛샘전자,072950,32.85,1.91,814,1174,1988
921,SK증권,001510,33.58,1.99,824,1166,1990
705,한샘,009240,37.79,10.83,874,1117,1991
19,국동,005320,9.23,20.63,1312,686,1998
1989,비나텍,126340,55.05,14.83,1057,944,2001
1342,가온미디어,078890,33.47,1.85,821,1181,2002
1701,상아프론테크,089980,306.96,1.58,789,1213,2002
2315,솔트룩스,304100,295.28,1.11,749,1255,2004
2041,오스템,031510,34.28,1.97,836,1168,2004
625,더존비즈온,012510,57.59,15.09,1074,930,2004
146,성창오토텍,080470,75.11,2.18,1218,790,2008
862,케이비제18호스팩,323940,264.65,0.39,691,1318,2009
834,유안타제4호스팩,313750,268.83,0.41,693,1316,2009
559,팍스넷,038160,inf,424.03,1627,385,2012
1958,녹십자엠에스,142280,49.36,12.67,985,1028,2013
1067,미코,059090,40.72,11.34,929,1084,2013
193,영화테크,265560,280.48,0.9,731,1283,2014
85,현대건설,000720,34.12,1.84,833,1184,2017
1748,와이지엔터테인먼트,122870,86.79,2.74,1291,730,2021
443,미래에셋벤처투자,100790,7.84,19.13,1206,819,2025
164,아이씨디,040910,9.72,20.49,1336,690,2026
676,이구산업,025820,34.92,1.86,847,1179,2026
320,대한방직,001070,79.01,2.04,1227,800,2027
2306,상상인이안제2호스팩,329560,275.59,0.4,711,1317,2028
339,세우글로벌,013000,80.67,2.44,1275,757,2032
805,에스제이그룹,306040,9.9,20.6,1346,687,2033
747,디지아이,043360,32.64,1.49,810,1226,2036
1933,현대오토에버,307950,43.96,11.09,946,1092,2038
1120,엘앤씨바이오,290650,70.17,18.64,1212,829,2041
2321,싸이맥스,160980,9.84,20.05,1343,699,2042
2404,코윈테크,282880,87.65,2.51,1293,751,2044
2199,우진아이엔에스,010400,34.87,1.69,846,1199,2045
81,한솔로지스틱스,009180,7.32,17.09,1186,861,2047
2274,대신밸런스제8호스팩,336570,284.43,0.39,732,1319,2051
1217,CJ,001040,37.91,1.89,876,1177,2053
1584,성창기업지주,000180,30.73,0.96,786,1269,2055
1230,SK네트웍스,001740,34.95,1.63,848,1207,2055
2424,하이록코리아,013030,34.67,1.57,844,1214,2058
782,슈피겐코리아,192440,7.57,16.96,1196,865,2061
1167,큐캐피탈,016600,39.1,1.87,884,1178,2062
333,사조대림,003960,4.42,10.02,900,1164,2064
2051,윙입푸드,900340,5.22,11.7,999,1065,2064
364,쿠쿠홀딩스,192400,6.66,14.88,1124,941,2065
175,에스앤더블류,103230,35.79,1.58,854,1212,2066
2371,유진스팩5호,331380,290.09,0.38,746,1320,2066
675,유화증권,003460,32.79,1.12,813,1253,2066
2198,우리종금,010050,6.1,14.04,1095,972,2067
570,하나금융14호스팩,332710,294.27,0.38,747,1321,2068
1056,로지시스,067730,93.62,2.9,1356,714,2070
1624,한솔홈데코,025750,294.63,0.38,748,1322,2070
2388,제이엔케이히터,126880,88.97,2.27,1298,774,2072
2263,금화피에스시,036190,5.83,12.07,1028,1045,2073
1197,화일약품,061250,80.31,2.03,1273,801,2074
1168,크리스에프앤씨,110790,7.86,16.91,1208,869,2077
1926,한미약품,128940,370.15,1.65,877,1204,2081
263,한국경제TV,039340,6.87,14.63,1135,949,2084
1270,신영와코루,005800,32.2,0.92,804,1281,2085
2110,한양이엔지,045100,6.38,13.85,1110,977,2087
59,유나이티드,033270,40.51,10.01,926,1165,2091
1723,아이디스홀딩스,054800,39.12,1.61,885,1209,2094
2224,하이브,352820,56.35,12.52,1065,1032,2097
110,네오위즈,095660,8.17,16.95,1236,866,2102
1868,동방,004140,6.11,12.87,1096,1011,2107
997,페이퍼코리아,001020,350.82,1.18,857,1251,2108
1932,현대약품,004310,94.81,2.52,1358,750,2108
2014,아톤,158430,96.01,2.54,1362,747,2109
504,유니테스트,086390,346.56,1.06,850,1259,2109
1464,이엠네트웍스,087730,inf,3839.05,1626,483,2109
1393,상상인,038540,5.73,11.17,1022,1090,2112
182,에이티넘인베스트,021080,8.52,17.04,1255,862,2117
1282,유니온,000910,6.41,12.93,1112,1008,2120
1880,사조오양,006090,5.02,10.48,990,1132,2122
2325,씨에스베어링,297090,56.44,11.82,1066,1058,2124
1754,위니아딤채,071460,7.55,15.03,1195,932,2127
207,유진스팩4호,321260,319.84,0.33,800,1327,2127
892,한국캐피탈,023760,5.7,10.87,1020,1112,2132
502,윈하이텍,192390,40.51,1.6,925,1210,2135
819,엔텔스,069410,8.44,16.15,1252,889,2141
135,미래에셋대우스팩3호,328380,322.49,0.33,816,1326,2142
70,종근당홀딩스,001630,8.12,15.59,1233,911,2144
1846,SKC,011790,95.07,2.21,1360,785,2145
43,상상인증권,001290,40.66,1.54,928,1219,2147
2344,에이에프더블류,312610,99.92,2.24,1370,779,2149
1242,대한제강,084010,5.26,10.21,1001,1151,2152
1341,iMBC,052220,94.08,2.06,1357,797,2154
1468,이화공영,001840,350.64,0.7,856,1298,2154
73,키다리스튜디오,020120,3238.63,0.22,817,1339,2156
30,락앤락,115390,46.77,1.74,964,1194,2158
680,제이에스코퍼레이션,194370,42.45,1.54,940,1218,2158
981,유니드,014830,5.58,10.29,1013,1146,2159
331,보락,002760,372.75,0.9,878,1282,2160
1221,DL,000210,6.34,11.84,1107,1057,2164
2345,에이치시티,072990,9.98,19.16,1349,818,2167
935,대한전선,001440,396.78,0.92,889,1279,2168
1944,NE능률,053290,46.45,1.61,962,1208,2170
74,태경산업,015890,46.07,1.59,960,1211,2171
2149,NH투자증권,005940,5.88,10.32,1030,1143,2173
442,무림SP,001810,39.63,0.86,888,1286,2174
1892,애경유화,161000,6.45,11.72,1114,1062,2176
276,화성밸브,039610,48.26,1.68,977,1202,2179
1718,쎄니트,037760,6.67,11.85,1125,1056,2181
2319,신신제약,002800,382.34,0.64,882,1302,2184
980,우진플라임,049800,7.8,13.7,1203,981,2184
535,천보,278280,66.7,12.57,1160,1031,2191
496,우리손에프앤지,073560,6.31,11.27,1106,1086,2192
2200,웅진씽크빅,095720,354.6,0.23,858,1338,2196
1347,국보디자인,066620,7.18,12.71,1176,1025,2201
635,롯데정밀화학,004000,7.16,12.65,1174,1029,2203
1745,오킨스전자,080580,477.2,1.47,974,1230,2204
895,현우산업,092300,48.8,1.49,979,1227,2206
881,파워넷,037030,384.45,0.33,883,1324,2207
2018,액토즈소프트,052790,6.87,11.58,1134,1074,2208
2186,신흥,004080,8.49,14.45,1253,955,2208
1566,더블유게임즈,192080,9.82,16.94,1342,867,2209
1336,SK5호스팩,337450,377.0,0.28,880,1332,2212
453,삼지전자,037460,7.49,12.77,1191,1022,2213
969,아모레퍼시픽,090430,404.68,0.78,931,1290,2221
1961,대륙제관,004780,6.23,10.79,1103,1121,2224
920,NI스틸,008260,6.05,10.45,1091,1134,2225
770,삼천리자전거,024950,9.07,15.21,1303,922,2225
241,코프라,126600,6.9,11.19,1136,1089,2225
1555,고려제강,002240,40.15,0.62,923,1304,2227
1939,CMG제약,058820,3734.0,0.12,879,1349,2228
6,KG케미칼,001390,7.19,11.94,1178,1053,2231
1938,CJ ENM,035760,53.74,1.78,1048,1189,2237
1239,대상,001680,7.5,12.02,1192,1046,2238
964,셀트리온,068270,96.59,16.68,1363,876,2239
41,삼영화학공업,003720,410.89,0.49,938,1311,2249
1245,만호제강,001080,44.4,0.55,950,1307,2257
1970,동양이엔피,079960,6.28,10.14,1105,1156,2261
745,동일기연,032960,53.88,1.53,1049,1220,2269
608,SHD,001770,50.68,1.42,1035,1235,2270
194,예스티,122640,453.17,0.48,958,1312,2270
1134,우리산업홀딩스,072470,54.44,1.54,1054,1217,2271
326,디씨엠,024090,7.18,10.98,1177,1101,2278
2100,플랜티넷,075130,54.52,1.52,1055,1223,2278
1294,크라운제과,264900,7.29,11.0,1182,1097,2279
24,대우건설,047040,7.3,11.06,1183,1096,2279
2012,아이원스,114810,458.65,0.33,959,1325,2284
1567,동부건설,005960,6.87,10.1,1133,1158,2291
298,CJ제일제당,097950,9.1,13.5,1306,989,2295
637,만도,204320,476.93,0.37,973,1323,2296
363,코오롱플라스틱,138490,57.0,1.51,1073,1224,2297
1979,매일유업,267980,9.51,13.67,1321,982,2303
1096,아세아텍,050860,51.39,1.0,1039,1267,2306
1155,젬백스,082270,574.76,1.44,1075,1233,2308
1643,RFHIC,218410,526.87,1.02,1044,1265,2309
725,국일신동,060480,464.97,0.2,967,1342,2309
2112,현대에이치티,039010,7.67,10.89,1200,1110,2310
1785,큐렉소,060280,502.16,0.94,1037,1275,2312
674,유니켐,011330,8.88,12.01,1268,1047,2315
2070,일진파워,094820,7.84,10.85,1207,1114,2321
209,유티아이,179900,533.1,0.92,1050,1278,2328
959,삼화왕관,004450,56.76,1.03,1069,1262,2331
893,한일네트웍스,046110,7.82,10.56,1205,1127,2332
944,롯데케미칼,011170,59.7,1.22,1085,1248,2333
2221,케이티앤지,033780,9.74,13.22,1338,998,2336
1263,샘표,007540,7.88,10.5,1209,1129,2338
219,자이글,234920,60.5,1.67,1137,1203,2340
691,텔코웨어,078000,62.88,1.69,1147,1200,2347
1951,구영테크,053270,59.86,1.03,1087,1263,2350
1668,디에이치피코리아,131030,9.61,12.71,1331,1024,2355
1521,휴온스글로벌,084110,8.24,10.79,1238,1120,2358
642,미원화학,134380,9.88,12.81,1345,1018,2363
667,아모레퍼시픽그룹,002790,507.65,0.31,1038,1329,2367
1591,엔에스쇼핑,138250,63.16,1.53,1151,1221,2372
1517,해성산업,034810,0.49,,1,2372,2373
379,해태제과식품,101530,8.75,10.84,1260,1115,2375
692,티와이홀딩스,363280,1.05,,3,2373,2376
324,동원F&B,049770,8.86,10.91,1267,1109,2376
433,매일홀딩스,005990,58.79,0.68,1081,1299,2380
0,DRB동일,004840,58.97,0.66,1082,1300,2382
604,MH에탄올,023150,9.09,11.49,1305,1079,2384
1010,현대에너지솔루션,322000,71.71,1.93,1215,1172,2387
1764,이니텍,053350,61.78,1.27,1143,1245,2388
561,펌텍코리아,251970,9.98,12.15,1348,1041,2389
105,그리티,204020,62.89,1.31,1148,1243,2391
1949,SK6호스팩,340350,554.9,0.3,1062,1331,2393
863,케이비제19호스팩,330990,539.97,0.2,1051,1343,2394
439,멕아이씨에스,058110,9.93,113.22,1347,1050,2397
2302,비아트론,141000,8.99,10.57,1271,1126,2397
378,한올바이오파마,009420,99.12,12.29,1366,1038,2404
672,엔에이치엔,181710,68.06,1.35,1165,1240,2405
1082,서원인텍,093920,8.55,10.08,1256,1159,2415
1186,피엔에이치테크,239890,inf,117.77,1377,1049,2426
1259,삼양패키징,272550,9.35,10.88,1318,1111,2429
1956,나우IB,293580,9.02,10.37,1301,1139,2440
1770,제넥신,095700,108.19,,66,2374,2440
984,이건산업,008250,69.52,0.96,1171,1271,2442
678,일성신약,003120,68.31,0.93,1167,1276,2443
154,승일,049830,62.18,0.57,1145,1306,2451
1415,아이컴포넌트,059100,77.76,1.38,1222,1237,2459
1475,정원엔시스,045510,83.87,1.9,1283,1176,2459
847,인텔리안테크,189300,687.16,0.74,1169,1294,2463
84,한화생명,088350,9.01,1.9,1300,1175,2475
2082,창해에탄올,004650,9.54,10.19,1324,1154,2478
1437,에프엔에스테크,083500,11.85,,107,2375,2482
2434,현대사료,016790,632.42,0.22,1153,1340,2493
471,신한제6호스팩,333050,622.82,0.18,1150,1344,2494
1196,헝셩그룹,900270,9.78,1.83,1341,1185,2526
322,대한해운,005880,84.53,1.1,1286,1256,2542
2167,동아지질,028100,88.29,1.06,1295,1258,2553
2039,오리콤,010470,83.01,0.93,1280,1277,2557
235,케이프이에스제4호,347140,1262.41,,185,2376,2561
986,이연제약,102460,99.29,1.71,1368,1196,2564
733,다보링크,340360,767.97,0.13,1221,1347,2568
1650,기산텔레콤,035460,778.21,0.15,1223,1345,2568
472,씨앤투스성진,352700,,75.7,2447,123,2570
1314,한진,002320,83.21,0.74,1282,1293,2575
215,이지바이오,353810,13.61,,215,2377,2592
2203,유유제약,000220,92.32,1.26,1354,1246,2600
610,SK,034730,90.08,1.11,1351,1254,2605
1421,에너토크,019990,92.34,1.1,1355,1257,2612
66,제일약품,271980,133.1,,236,2378,2614
1332,KT서브마린,060370,97.15,1.17,1364,1252,2616
807,에스퓨얼셀,288620,139.54,,244,2379,2623
1509,프리엠스,053160,845.1,0.25,1288,1335,2623
1015,효성첨단소재,298050,8489.96,0.03,1289,1353,2642
142,삼아제약,009300,851.21,0.07,1290,1352,2642
1296,크래프톤,259960,,61.86,2446,197,2643
613,STX중공업,071970,99.2,0.73,1367,1295,2662
1814,휴마시스,205470,14.8,,284,2380,2664
1085,세중,039310,97.43,0.63,1365,1303,2668
126,디엔에프,092070,15.19,,304,2381,2685
1066,모헨즈,006920,956.76,0.24,1361,1336,2697
1809,한화에스비아이스팩,317320,947.84,0.14,1359,1346,2705
2037,오로스테크놀로지,322310,,5.81,2445,301,2746
467,솔브레인,357780,16.83,,371,2382,2753
396,PN풍년,024940,17.03,,381,2383,2764
878,티엘비,356860,18.04,,412,2384,2796
1972,디스플레이텍,066670,18.29,,425,2385,2810
1137,원바이오젠,307280,,44.34,2444,380,2824
965,솔루엠,248070,,43.26,2443,384,2827
1665,드림씨아이에스,223250,19.95,,479,2386,2865
992,케이씨씨글라스,344820,2.49,,491,2387,2878
2075,젠큐릭스,229000,2.94,,509,2388,2897
2126,시큐센,232830,inf,-inf,1400,1508,2908
2079,지스마트글로벌,114570,inf,-inf,1399,1510,2909
587,미애부,225850,inf,-inf,1402,1507,2909
2128,에스엔피제네틱스,086460,inf,-inf,1398,1512,2910
1792,티앤엘,340570,inf,-inf,1397,1515,2912
552,클리노믹스,352770,inf,-inf,1395,1518,2913
2127,씨엔티드림,286000,inf,-inf,1393,1522,2915
286,선바이오,067370,inf,-inf,1372,1552,2924
598,펨토바이오메드,327610,inf,-inf,1373,1555,2928
2046,원티드랩,376980,inf,-inf,1405,1523,2928
1166,쿠콘,294570,,36.49,2442,487,2929
2116,KC산업,112190,inf,-inf,1375,1560,2935
547,큐라클,365270,inf,-inf,1379,1558,2937
282,다이노나,086080,inf,-inf,1385,1553,2938
2117,나우코스,257990,inf,-inf,1387,1551,2938
1763,이노뎁,303530,inf,-inf,1384,1556,2940
2448,케어룸의료산업,327970,inf,-inf,1424,1517,2941
2093,코퍼스코리아,322780,inf,-inf,1396,1546,2942
2054,유일에너테크,340930,,30.63,2441,501,2942
287,씨앗,103660,inf,-inf,1434,1509,2943
1536,이비테크,208850,inf,-inf,1546,1401,2947
899,씨앤에스링크,245450,inf,-inf,1550,1397,2947
1212,엘에이티,311060,inf,-inf,1549,1398,2947
1209,안지오랩,251280,inf,-inf,1548,1399,2947
1143,유진스팩6호,373340,inf,-inf,1547,1400,2947
1525,골프존데카,183410,inf,-inf,1544,1403,2947
1526,네추럴FNP,086220,inf,-inf,1543,1404,2947
2123,비플라이소프트,148780,inf,-inf,1445,1502,2947
1608,코람코에너지리츠,357120,inf,-inf,1545,1402,2947
900,에스제이켐,217910,inf,-inf,1552,1396,2948
901,이십일스토어,270020,inf,-inf,1553,1395,2948
2453,한국미라클피플사,331660,inf,-inf,1555,1394,2949
1228,NH프라임리츠,338100,inf,-inf,1556,1393,2949
1836,파워풀엑스,266870,inf,-inf,1420,1530,2950
2442,에이펙스인텍,207490,inf,-inf,1421,1529,2950
1215,지오씨,135160,inf,-inf,1558,1392,2950
1530,비엔디생활건강,215050,inf,-inf,1560,1391,2951
1902,이지스밸류플러스리츠,334890,inf,-inf,1418,1535,2953
1835,탑선,180060,inf,-inf,1426,1527,2953
2119,대동고려삼,178600,inf,-inf,1416,1538,2954
2351,엔젠바이오,354200,inf,-inf,1411,1544,2955
898,무진메디,322970,inf,-inf,1567,1390,2957
2118,노브메타파마,229500,inf,-inf,1428,1532,2960
94,HK이노엔,195940,,3.83,2440,521,2961
1741,엠로,058970,inf,-inf,1391,1570,2961
1832,유니포인트,121060,inf,-inf,1392,1569,2961
1528,루켄테크놀러지스,162120,inf,-inf,1572,1389,2961
2130,엔솔바이오사이언스,140610,inf,-inf,1430,1534,2964
1919,프레스티지바이오파마,950210,inf,-inf,1431,1537,2968
2125,시그넷이브이,260870,inf,-inf,1432,1541,2973
1527,데이터스트림즈,199150,inf,-inf,1571,1405,2976
1210,엔에스엠,238170,inf,-inf,1575,1406,2981
2040,오비고,352910,inf,-inf,1460,1524,2984
1680,모비릭스,348030,inf,-inf,1576,1408,2984
2129,에이비온,203400,inf,-inf,1461,1525,2986
1211,엔에스컴퍼니,224760,inf,-inf,1540,1447,2987
645,삼성바이오로직스,207940,226.8,,600,2389,2989
903,인카금융서비스,211050,inf,-inf,1636,1354,2990
283,다이오진,271850,inf,-inf,1465,1526,2991
902,이엠티,232530,inf,-inf,1637,1355,2992
1848,SK아이이테크놀로지,361610,inf,-inf,1635,1358,2993
2132,인바이츠바이오코아,216400,inf,-inf,1638,1356,2994
1540,피엔아이컴퍼니,242350,inf,-inf,1634,1360,2994
1824,바이오인프라생명과학,266470,inf,-inf,1492,1505,2997
2444,원텍,216280,inf,-inf,1640,1357,2997
2443,오션스톤,329020,inf,-inf,1436,1563,2999
1537,청광건설,140290,inf,-inf,1613,1387,3000
284,대주이엔티,114920,inf,-inf,1469,1531,3000
590,바이옵트로,222160,inf,-inf,1494,1506,3000
1524,EMB,278990,inf,-inf,1577,1423,3000
2120,더콘텐츠온,302920,inf,-inf,1447,1554,3001
2133,인터코스,240340,inf,-inf,1643,1359,3002
1834,제노텍,066830,inf,-inf,1474,1528,3002
80,한국패러랠,168490,inf,-inf,1462,1543,3005
2441,에스케이씨에스,224020,inf,-inf,1645,1361,3006
597,틸론,217880,inf,-inf,1642,1367,3009
2121,루트락,253610,inf,-inf,1499,1511,3010
1385,보광산업,225530,23.58,,620,2390,3010
1773,제일전기공업,199820,inf,-inf,1649,1362,3011
2447,지앤이헬스케어,299480,inf,-inf,1650,1363,3013
1823,미래엔에듀파트너,208890,inf,-inf,1480,1533,3013
1558,교촌에프앤비,339770,inf,-inf,1625,1388,3013
2452,플럼라인생명과학,222670,inf,-inf,1501,1513,3014
1833,이성씨엔아이,379390,inf,-inf,1651,1364,3015
2449,코셋,189350,inf,-inf,1513,1503,3016
1822,로보쓰리,238500,inf,-inf,1502,1514,3016
2131,엠앤씨생명과학,225860,inf,-inf,1652,1365,3017
1821,렌딩머신,179720,inf,-inf,1653,1366,3019
52,에스디바이오센서,137310,inf,-inf,1472,1547,3019
2451,툴젠,199800,inf,-inf,1505,1516,3021
2450,타임기술,318660,inf,-inf,1483,1539,3022
2324,씨앤씨인터내셔널,352480,inf,-inf,1487,1536,3023
593,에이치엔에스하이텍,044990,inf,-inf,1484,1540,3024
2122,볼빅,206950,inf,-inf,1448,1577,3025
1910,카카오뱅크,323410,inf,-inf,1657,1369,3026
1756,위드텍,348350,inf,-inf,1508,1519,3027
1673,라온테크,232680,inf,-inf,1605,1422,3027
2437,나라소프트,288490,inf,-inf,1485,1542,3027
1819,듀켐바이오,176750,inf,-inf,1658,1370,3028
2233,한컴라이프케어,372910,inf,-inf,1661,1368,3029
2134,질경이,233990,inf,-inf,1509,1520,3029
1699,삼성머스트스팩5호,380320,inf,-inf,1608,1421,3029
1072,바이브컴퍼니,301300,inf,-inf,1610,1419,3029
1693,비올,335890,inf,-inf,1609,1420,3029
1207,씨알푸드,236030,inf,-inf,1614,1417,3031
1505,포인트모바일,318020,inf,-inf,1624,1407,3031
945,맵스리얼티1,094800,inf,-inf,1617,1414,3031
285,명진홀딩스,267060,inf,-inf,1510,1521,3031
946,명신산업,009900,inf,-inf,1619,1412,3031
949,바다로19호,155900,inf,-inf,1618,1413,3031
1202,도부마스크,227420,inf,-inf,1615,1416,3031
1529,블루탑,191600,inf,-inf,1616,1415,3031
1654,네패스아크,330860,inf,-inf,1623,1409,3032
858,카이노스메드,284620,inf,-inf,1621,1411,3032
1646,고바이오랩,348150,inf,-inf,1622,1410,3032
1431,에이프로,262260,241.45,,645,2391,3036
465,손오공,066910,inf,-8.28,1406,1634,3040
1539,프로테옴텍,303360,inf,-inf,1542,1500,3042
1213,유비온,084440,inf,-inf,1539,1504,3043
2062,이원컴포텍,088290,inf,-98.76,1463,1580,3043
476,아모텍,052710,inf,-8.67,1419,1626,3045
2031,엔비티,236810,inf,-inf,1663,1385,3048
434,맥스트,377030,inf,-inf,1666,1384,3050
2034,엘비루셈,376190,inf,-inf,1667,1383,3050
2439,메디젠휴먼케어,236340,inf,-inf,1669,1382,3051
2103,하이제6호스팩,377400,inf,-inf,1670,1381,3051
480,아이퀘스트,262840,,28.85,2439,612,3051
1686,바이오리더스,142760,inf,-77.68,1410,1642,3052
1046,덕산테코피아,317330,25.66,,662,2392,3054
2135,크로넥스,215570,inf,-inf,1674,1380,3054
1728,에브리봇,270660,inf,-inf,1675,1379,3054
2445,원포유,122830,inf,-inf,1676,1378,3054
1830,에스엠비나,299670,inf,-inf,1677,1377,3054
585,단디바이오,343090,inf,-inf,1681,1374,3055
1739,엔에프씨,265740,inf,-inf,1680,1375,3055
1829,에스에이티이엔지,158300,inf,-inf,1683,1373,3056
2438,래몽래인,200350,inf,-inf,1512,1545,3057
2440,엄지하우스,224810,inf,-inf,1685,1372,3057
2205,이지스레지던스리츠,350520,inf,-inf,1686,1371,3057
1522,휴온스블러썸,263920,inf,-80.76,1439,1618,3057
1688,베스파,299910,inf,-79.1,1422,1641,3063
584,노드메이슨,317860,inf,-inf,1687,1376,3063
1704,석경에이티,357550,inf,-inf,1678,1386,3064
2068,일승,333430,,24.6,2438,637,3075
1601,제이알글로벌리츠,348950,inf,-inf,1529,1549,3078
1206,썬테크,217320,inf,-inf,1533,1548,3081
1205,빅텐츠,210120,inf,-inf,1531,1550,3081
2124,뿌리깊은나무들,266170,inf,-inf,1514,1568,3082
1122,엠브레인,169330,,23.53,2437,645,3082
1533,에스엘에스바이오,246250,inf,-inf,1525,1557,3082
772,서산,079650,inf,-9.69,1488,1595,3083
1208,아퓨어스,149300,inf,-inf,1526,1559,3085
1086,세틀뱅크,234340,27.02,,694,2393,3087
1203,디피코,163430,inf,-inf,1527,1561,3088
1535,유엑스엔,337840,inf,-inf,1524,1564,3088
1594,이리츠코크렙,088260,inf,-inf,1528,1562,3090
1188,피플바이오,304840,inf,-inf,1518,1572,3090
1087,센코,347000,inf,-inf,1519,1573,3092
1476,제노코,361390,,22.71,2436,658,3094
1531,아이케이세미콘,149010,inf,-inf,1520,1574,3094
897,럭스피아,092590,inf,-inf,1521,1575,3096
1214,이앤에치,341310,inf,-inf,1532,1565,3097
483,에스에스알,275630,inf,-6.09,1381,1718,3099
1028,강원,114190,inf,-65.28,1407,1692,3099
